State,Year,Month,Death Counts
AK,2015,January,4034
AK,2015,February,4084
AK,2015,March,4101
AK,2015,April,4133
AK,2015,May,4196
AK,2015,June,4201
AK,2015,July,4220
AK,2015,August,4222
AK,2015,September,4242
AK,2015,October,4241
AK,2015,November,4219
AK,2015,December,4193
AK,2016,January,4213
AK,2016,February,4198
AK,2016,March,4230
AK,2016,April,4262
AK,2016,May,4241
AK,2016,June,4261
AK,2016,July,4269
AK,2016,August,4276
AK,2016,September,4256
AK,2016,October,4291
AK,2016,November,4289
AK,2016,December,4355
AK,2017,January,4374
AK,2017,February,4347
AK,2017,March,4359
AK,2017,April,4325
AK,2017,May,4277
AK,2017,June,4276
AK,2017,July,4237
AK,2017,August,4235
AK,2017,September,4300
AK,2017,October,4284
AK,2017,November,4309
AK,2017,December,4280
AK,2018,January,4260
AK,2018,February,4304
AK,2018,March,4285
AK,2018,April,4338
AK,2015,January,126
AK,2015,February,127
AK,2015,March,125
AK,2015,April,126
AK,2015,May,125
AK,2015,June,121
AK,2015,July,117
AK,2015,August,124
AK,2015,September,125
AK,2015,October,120
AK,2015,November,115
AK,2015,December,121
AK,2016,January,126
AK,2016,February,128
AK,2016,March,125
AK,2016,April,132
AK,2016,May,140
AK,2016,June,138
AK,2016,July,143
AK,2016,August,138
AK,2016,September,131
AK,2016,October,131
AK,2016,November,133
AK,2016,December,129
AK,2017,January,126
AK,2017,February,124
AK,2017,March,126
AK,2017,April,117
AK,2017,May,120
AK,2017,June,122
AK,2017,July,128
AK,2017,August,137
AK,2017,September,148
AK,2017,October,144
AK,2017,November,138
AK,2017,December,141
AK,2018,January,138
AK,2018,February,138
AK,2018,March,135
AK,2018,April,141
AL,2015,January,49543
AL,2015,February,50004
AL,2015,March,50486
AL,2015,April,50565
AL,2015,May,50516
AL,2015,June,50658
AL,2015,July,50841
AL,2015,August,50930
AL,2015,September,51044
AL,2015,October,51091
AL,2015,November,51093
AL,2015,December,50870
AL,2016,January,50534
AL,2016,February,50555
AL,2016,March,50348
AL,2016,April,50391
AL,2016,May,50511
AL,2016,June,50613
AL,2016,July,50683
AL,2016,August,50756
AL,2016,September,50810
AL,2016,October,50869
AL,2016,November,51110
AL,2016,December,51431
AL,2017,January,51652
AL,2017,February,51542
AL,2017,March,51669
AL,2017,April,51796
AL,2017,May,51945
AL,2017,June,52002
AL,2017,July,52037
AL,2017,August,52077
AL,2017,September,52235
AL,2017,October,52272
AL,2017,November,52262
AL,2017,December,52316
AL,2018,January,53112
AL,2018,February,53274
AL,2018,March,53217
AL,2018,April,53226
AL,2015,January,715
AL,2015,February,723
AL,2015,March,733
AL,2015,April,738
AL,2015,May,755
AL,2015,June,756
AL,2015,July,743
AL,2015,August,736
AL,2015,September,744
AL,2015,October,730
AL,2015,November,725
AL,2015,December,720
AL,2016,January,706
AL,2016,February,710
AL,2016,March,681
AL,2016,April,676
AL,2016,May,654
AL,2016,June,674
AL,2016,July,681
AL,2016,August,685
AL,2016,September,695
AL,2016,October,704
AL,2016,November,718
AL,2016,December,740
AL,2017,January,763
AL,2017,February,759
AL,2017,March,794
AL,2017,April,795
AL,2017,May,812
AL,2017,June,804
AL,2017,July,809
AL,2017,August,808
AL,2017,September,800
AL,2017,October,801
AL,2017,November,799
AL,2017,December,807
AL,2018,January,786
AL,2018,February,795
AL,2018,March,777
AL,2018,April,771
AR,2015,January,30122
AR,2015,February,30332
AR,2015,March,30387
AR,2015,April,30444
AR,2015,May,30602
AR,2015,June,30722
AR,2015,July,30685
AR,2015,August,30884
AR,2015,September,30931
AR,2015,October,31015
AR,2015,November,31007
AR,2015,December,30986
AR,2016,January,30624
AR,2016,February,30413
AR,2016,March,30421
AR,2016,April,30489
AR,2016,May,30361
AR,2016,June,30434
AR,2016,July,30590
AR,2016,August,30488
AR,2016,September,30540
AR,2016,October,30489
AR,2016,November,30697
AR,2016,December,31028
AR,2017,January,31115
AR,2017,February,31158
AR,2017,March,31311
AR,2017,April,31385
AR,2017,May,31499
AR,2017,June,31558
AR,2017,July,31553
AR,2017,August,31600
AR,2017,September,31722
AR,2017,October,31728
AR,2017,November,31658
AR,2017,December,31827
AR,2018,January,32295
AR,2018,February,32399
AR,2018,March,32198
AR,2018,April,32050
AR,2015,January,366
AR,2015,February,366
AR,2015,March,385
AR,2015,April,373
AR,2015,May,383
AR,2015,June,391
AR,2015,July,395
AR,2015,August,398
AR,2015,September,392
AR,2015,October,397
AR,2015,November,389
AR,2015,December,381
AR,2016,January,378
AR,2016,February,379
AR,2016,March,363
AR,2016,April,372
AR,2016,May,376
AR,2016,June,369
AR,2016,July,378
AR,2016,August,383
AR,2016,September,379
AR,2016,October,372
AR,2016,November,378
AR,2016,December,386
AR,2017,January,384
AR,2017,February,380
AR,2017,March,384
AR,2017,April,386
AR,2017,May,383
AR,2017,June,398
AR,2017,July,395
AR,2017,August,406
AR,2017,September,413
AR,2017,October,410
AR,2017,November,411
AR,2017,December,425
AR,2018,January,427
AR,2018,February,425
AR,2018,March,430
AR,2018,April,424
AZ,2015,January,52342
AZ,2015,February,52371
AZ,2015,March,52826
AZ,2015,April,53025
AZ,2015,May,53225
AZ,2015,June,53462
AZ,2015,July,53685
AZ,2015,August,53907
AZ,2015,September,54058
AZ,2015,October,54122
AZ,2015,November,54421
AZ,2015,December,54853
AZ,2016,January,54917
AZ,2016,February,55755
AZ,2016,March,56319
AZ,2016,April,56436
AZ,2016,May,56522
AZ,2016,June,56648
AZ,2016,July,56865
AZ,2016,August,56960
AZ,2016,September,57051
AZ,2016,October,57277
AZ,2016,November,57252
AZ,2016,December,57215
AZ,2017,January,57221
AZ,2017,February,56609
AZ,2017,March,56269
AZ,2017,April,56454
AZ,2017,May,56721
AZ,2017,June,57013
AZ,2017,July,57215
AZ,2017,August,57310
AZ,2017,September,57531
AZ,2017,October,57694
AZ,2017,November,57852
AZ,2017,December,58440
AZ,2018,January,59581
AZ,2018,February,59891
AZ,2018,March,60181
AZ,2018,April,60293
AZ,2015,January,1193
AZ,2015,February,1175
AZ,2015,March,1174
AZ,2015,April,1173
AZ,2015,May,1184
AZ,2015,June,1209
AZ,2015,July,1201
AZ,2015,August,1240
AZ,2015,September,1241
AZ,2015,October,1264
AZ,2015,November,1269
AZ,2015,December,1267
AZ,2016,January,1298
AZ,2016,February,1307
AZ,2016,March,1313
AZ,2016,April,1335
AZ,2016,May,1350
AZ,2016,June,1370
AZ,2016,July,1421
AZ,2016,August,1410
AZ,2016,September,1404
AZ,2016,October,1405
AZ,2016,November,1397
AZ,2016,December,1393
AZ,2017,January,1417
AZ,2017,February,1411
AZ,2017,March,1429
AZ,2017,April,1418
AZ,2017,May,1437
AZ,2017,June,1455
AZ,2017,July,1450
AZ,2017,August,1468
AZ,2017,September,1492
AZ,2017,October,1503
AZ,2017,November,1517
AZ,2017,December,1555
AZ,2018,January,1568
AZ,2018,February,1578
AZ,2018,March,1587
AZ,2018,April,1603
CA,2015,January,248191
CA,2015,February,249920
CA,2015,March,251540
CA,2015,April,252831
CA,2015,May,253858
CA,2015,June,254838
CA,2015,July,255417
CA,2015,August,256464
CA,2015,September,257163
CA,2015,October,257750
CA,2015,November,258808
CA,2015,December,260172
CA,2016,January,259303
CA,2016,February,260508
CA,2016,March,261416
CA,2016,April,261595
CA,2016,May,261557
CA,2016,June,261467
CA,2016,July,261603
CA,2016,August,261781
CA,2016,September,262041
CA,2016,October,262751
CA,2016,November,262360
CA,2016,December,263199
CA,2017,January,265340
CA,2017,February,264889
CA,2017,March,264767
CA,2017,April,265286
CA,2017,May,265953
CA,2017,June,266897
CA,2017,July,267372
CA,2017,August,267350
CA,2017,September,268096
CA,2017,October,268373
CA,2017,November,268382
CA,2017,December,269394
CA,2018,January,271364
CA,2018,February,271541
CA,2018,March,272922
CA,2018,April,272675
CA,2015,January,4603
CA,2015,February,4616
CA,2015,March,4608
CA,2015,April,4625
CA,2015,May,4607
CA,2015,June,4604
CA,2015,July,4628
CA,2015,August,4670
CA,2015,September,4747
CA,2015,October,4784
CA,2015,November,4747
CA,2015,December,4762
CA,2016,January,4745
CA,2016,February,4745
CA,2016,March,4768
CA,2016,April,4795
CA,2016,May,4811
CA,2016,June,4844
CA,2016,July,4816
CA,2016,August,4791
CA,2016,September,4716
CA,2016,October,4659
CA,2016,November,4709
CA,2016,December,4755
CA,2017,January,4771
CA,2017,February,4724
CA,2017,March,4721
CA,2017,April,4714
CA,2017,May,4761
CA,2017,June,4808
CA,2017,July,4870
CA,2017,August,4900
CA,2017,September,4973
CA,2017,October,5079
CA,2017,November,5060
CA,2017,December,5029
CA,2018,January,5064
CA,2018,February,5116
CA,2018,March,5080
CA,2018,April,5041
CO,2015,January,36264
CO,2015,February,36330
CO,2015,March,36300
CO,2015,April,36601
CO,2015,May,36667
CO,2015,June,36816
CO,2015,July,36960
CO,2015,August,37125
CO,2015,September,37101
CO,2015,October,37144
CO,2015,November,37144
CO,2015,December,36993
CO,2016,January,36752
CO,2016,February,36987
CO,2016,March,37387
CO,2016,April,37351
CO,2016,May,37535
CO,2016,June,37504
CO,2016,July,37620
CO,2016,August,37650
CO,2016,September,37834
CO,2016,October,38048
CO,2016,November,38075
CO,2016,December,38151
CO,2017,January,38236
CO,2017,February,38358
CO,2017,March,38364
CO,2017,April,38521
CO,2017,May,38410
CO,2017,June,38470
CO,2017,July,38367
CO,2017,August,38380
CO,2017,September,38542
CO,2017,October,38590
CO,2017,November,38704
CO,2017,December,38759
CO,2018,January,38985
CO,2018,February,38953
CO,2018,March,38962
CO,2018,April,38930
CO,2015,January,923
CO,2015,February,932
CO,2015,March,939
CO,2015,April,950
CO,2015,May,927
CO,2015,June,921
CO,2015,July,918
CO,2015,August,928
CO,2015,September,917
CO,2015,October,915
CO,2015,November,908
CO,2015,December,913
CO,2016,January,913
CO,2016,February,912
CO,2016,March,908
CO,2016,April,894
CO,2016,May,915
CO,2016,June,935
CO,2016,July,928
CO,2016,August,934
CO,2016,September,933
CO,2016,October,948
CO,2016,November,952
CO,2016,December,965
CO,2017,January,977
CO,2017,February,967
CO,2017,March,964
CO,2017,April,989
CO,2017,May,983
CO,2017,June,997
CO,2017,July,1013
CO,2017,August,1019
CO,2017,September,1024
CO,2017,October,1027
CO,2017,November,1046
CO,2017,December,1040
CO,2018,January,1048
CO,2018,February,1053
CO,2018,March,1067
CO,2018,April,1046
CT,2015,January,118
CT,2015,February,124
CT,2015,March,124
CT,2015,April,125
CT,2015,May,124
CT,2015,June,126
CT,2015,July,133
CT,2015,August,134
CT,2015,September,139
CT,2015,October,155
CT,2015,November,164
CT,2015,December,168
CT,2016,January,171
CT,2016,February,177
CT,2016,March,179
CT,2016,April,186
CT,2016,May,195
CT,2016,June,197
CT,2016,July,201
CT,2016,August,211
CT,2016,September,223
CT,2016,October,223
CT,2016,November,224
CT,2016,December,237
CT,2017,January,250
CT,2017,February,247
CT,2017,March,259
CT,2017,April,267
CT,2017,May,280
CT,2017,June,278
CT,2017,July,286
CT,2017,August,294
CT,2017,September,289
CT,2017,October,285
CT,2017,November,285
CT,2017,December,290
CT,2018,January,280
CT,2018,February,280
CT,2018,March,280
CT,2018,April,280
CT,2015,January,298
CT,2015,February,302
CT,2015,March,294
CT,2015,April,306
CT,2015,May,306
CT,2015,June,309
CT,2015,July,338
CT,2015,August,341
CT,2015,September,353
CT,2015,October,368
CT,2015,November,382
CT,2015,December,394
CT,2016,January,403
CT,2016,February,410
CT,2016,March,424
CT,2016,April,436
CT,2016,May,454
CT,2016,June,462
CT,2016,July,454
CT,2016,August,461
CT,2016,September,456
CT,2016,October,443
CT,2016,November,451
CT,2016,December,459
CT,2017,January,470
CT,2017,February,468
CT,2017,March,476
CT,2017,April,465
CT,2017,May,473
CT,2017,June,474
CT,2017,July,474
CT,2017,August,471
CT,2017,September,464
CT,2017,October,458
CT,2017,November,434
CT,2017,December,428
CT,2018,January,405
CT,2018,February,395
CT,2018,March,393
CT,2018,April,391
CT,2015,January,58
CT,2015,February,54
CT,2015,March,57
CT,2015,April,57
CT,2015,May,58
CT,2015,June,62
CT,2015,July,74
CT,2015,August,76
CT,2015,September,76
CT,2015,October,75
CT,2015,November,77
CT,2015,December,73
CT,2016,January,72
CT,2016,February,72
CT,2016,March,71
CT,2016,April,73
CT,2016,May,74
CT,2016,June,72
CT,2016,July,62
CT,2016,August,64
CT,2016,September,65
CT,2016,October,66
CT,2016,November,68
CT,2016,December,71
CT,2017,January,67
CT,2017,February,70
CT,2017,March,73
CT,2017,April,78
CT,2017,May,81
CT,2017,June,85
CT,2017,July,87
CT,2017,August,87
CT,2017,September,81
CT,2017,October,83
CT,2017,November,90
CT,2017,December,95
CT,2018,January,97
CT,2018,February,93
CT,2018,March,94
CT,2018,April,88
CT,2015,January,170
CT,2015,February,168
CT,2015,March,174
CT,2015,April,164
CT,2015,May,166
CT,2015,June,174
CT,2015,July,183
CT,2015,August,177
CT,2015,September,181
CT,2015,October,184
CT,2015,November,188
CT,2015,December,182
CT,2016,January,180
CT,2016,February,184
CT,2016,March,177
CT,2016,April,188
CT,2016,May,186
CT,2016,June,188
CT,2016,July,183
CT,2016,August,192
CT,2016,September,192
CT,2016,October,195
CT,2016,November,201
CT,2016,December,214
CT,2017,January,209
CT,2017,February,205
CT,2017,March,214
CT,2017,April,209
CT,2017,May,224
CT,2017,June,217
CT,2017,July,220
CT,2017,August,214
CT,2017,September,211
CT,2017,October,207
CT,2017,November,191
CT,2017,December,186
CT,2018,January,180
CT,2018,February,184
CT,2018,March,175
CT,2018,April,175
CT,2015,January,30221
CT,2015,February,30349
CT,2015,March,30497
CT,2015,April,30431
CT,2015,May,30437
CT,2015,June,30508
CT,2015,July,30612
CT,2015,August,30549
CT,2015,September,30556
CT,2015,October,30615
CT,2015,November,30751
CT,2015,December,30600
CT,2016,January,30368
CT,2016,February,30231
CT,2016,March,30162
CT,2016,April,30198
CT,2016,May,30198
CT,2016,June,30188
CT,2016,July,30094
CT,2016,August,30156
CT,2016,September,30088
CT,2016,October,30155
CT,2016,November,30294
CT,2016,December,30641
CT,2017,January,30834
CT,2017,February,31023
CT,2017,March,31060
CT,2017,April,31104
CT,2017,May,31117
CT,2017,June,31250
CT,2017,July,31347
CT,2017,August,31376
CT,2017,September,31545
CT,2017,October,31513
CT,2017,November,31427
CT,2017,December,31545
CT,2018,January,31747
CT,2018,February,31570
CT,2018,March,31528
CT,2018,April,31552
CT,2015,January,631
CT,2015,February,633
CT,2015,March,639
CT,2015,April,650
CT,2015,May,652
CT,2015,June,670
CT,2015,July,722
CT,2015,August,728
CT,2015,September,748
CT,2015,October,779
CT,2015,November,800
CT,2015,December,799
CT,2016,January,824
CT,2016,February,836
CT,2016,March,849
CT,2016,April,869
CT,2016,May,895
CT,2016,June,909
CT,2016,July,906
CT,2016,August,928
CT,2016,September,929
CT,2016,October,918
CT,2016,November,939
CT,2016,December,974
CT,2017,January,985
CT,2017,February,994
CT,2017,March,1019
CT,2017,April,1018
CT,2017,May,1046
CT,2017,June,1056
CT,2017,July,1074
CT,2017,August,1081
CT,2017,September,1083
CT,2017,October,1092
CT,2017,November,1066
CT,2017,December,1080
CT,2018,January,1047
CT,2018,February,1044
CT,2018,March,1049
CT,2018,April,1046
CT,2015,January,532
CT,2015,February,530
CT,2015,March,536
CT,2015,April,550
CT,2015,May,553
CT,2015,June,567
CT,2015,July,616
CT,2015,August,618
CT,2015,September,633
CT,2015,October,660
CT,2015,November,683
CT,2015,December,686
CT,2016,January,711
CT,2016,February,731
CT,2016,March,741
CT,2016,April,766
CT,2016,May,795
CT,2016,June,810
CT,2016,July,800
CT,2016,August,825
CT,2016,September,832
CT,2016,October,814
CT,2016,November,834
CT,2016,December,869
CT,2017,January,874
CT,2017,February,878
CT,2017,March,905
CT,2017,April,903
CT,2017,May,926
CT,2017,June,940
CT,2017,July,965
CT,2017,August,968
CT,2017,September,967
CT,2017,October,979
CT,2017,November,959
CT,2017,December,967
CT,2018,January,939
CT,2018,February,940
CT,2018,March,946
CT,2018,April,941
CT,2015,January,99.52456418
CT,2015,February,99.68404423
CT,2015,March,99.68701095
CT,2015,April,99.69230769
CT,2015,May,99.69325153
CT,2015,June,99.85074627
CT,2015,July,99.86149584
CT,2015,August,100
CT,2015,September,99.86631016
CT,2015,October,99.8716303
CT,2015,November,99.875
CT,2015,December,99.74968711
CT,2016,January,99.75728155
CT,2016,February,99.76076555
CT,2016,March,99.64664311
CT,2016,April,99.6547756
CT,2016,May,99.66480447
CT,2016,June,99.559956
CT,2016,July,99.5584989
CT,2016,August,99.56896552
CT,2016,September,99.67707212
CT,2016,October,99.67320261
CT,2016,November,99.68051118
CT,2016,December,99.79466119
CT,2017,January,99.79695431
CT,2017,February,99.79879276
CT,2017,March,99.90186457
CT,2017,April,99.80353635
CT,2017,May,99.80879541
CT,2017,June,99.81060606
CT,2017,July,99.81378026
CT,2017,August,99.81498612
CT,2017,September,99.81532779
CT,2017,October,99.81684982
CT,2017,November,99.81238274
CT,2017,December,99.81481481
CT,2018,January,99.71346705
CT,2018,February,99.71264368
CT,2018,March,99.71401335
CT,2018,April,99.80879541
CT,2015,January,18
CT,2015,February,16
CT,2015,March,13
CT,2015,April,13
CT,2015,May,14
CT,2015,June,14
CT,2015,July,17
CT,2015,August,18
CT,2015,September,18
CT,2015,October,20
CT,2015,November,22
CT,2015,December,23
CT,2016,January,24
CT,2016,February,25
CT,2016,March,26
CT,2016,April,26
CT,2016,May,24
CT,2016,June,23
CT,2016,July,21
CT,2016,August,25
CT,2016,September,25
CT,2016,October,26
CT,2016,November,24
CT,2016,December,22
CT,2017,January,23
CT,2017,February,26
CT,2017,March,29
CT,2017,April,28
CT,2017,May,30
CT,2017,June,31
CT,2017,July,34
CT,2017,August,29
CT,2017,September,31
CT,2017,October,31
CT,2017,November,35
CT,2017,December,39
CT,2018,January,39
CT,2018,February,36
CT,2018,March,38
CT,2018,April,44
CT,2015,January,96
CT,2015,February,97
CT,2015,March,103
CT,2015,April,121
CT,2015,May,123
CT,2015,June,123
CT,2015,July,146
CT,2015,August,152
CT,2015,September,161
CT,2015,October,192
CT,2015,November,217
CT,2015,December,214
CT,2016,January,240
CT,2016,February,258
CT,2016,March,273
CT,2016,April,295
CT,2016,May,331
CT,2016,June,369
CT,2016,July,387
CT,2016,August,421
CT,2016,September,443
CT,2016,October,438
CT,2016,November,461
CT,2016,December,508
CT,2017,January,527
CT,2017,February,545
CT,2017,March,576
CT,2017,April,581
CT,2017,May,601
CT,2017,June,610
CT,2017,July,641
CT,2017,August,648
CT,2017,September,654
CT,2017,October,675
CT,2017,November,677
CT,2017,December,696
CT,2018,January,682
CT,2018,February,685
CT,2018,March,696
CT,2018,April,704
DC,2015,January,5589
DC,2015,February,5632
DC,2015,March,5704
DC,2015,April,5740
DC,2015,May,5706
DC,2015,June,5678
DC,2015,July,5668
DC,2015,August,5703
DC,2015,September,5683
DC,2015,October,5719
DC,2015,November,5754
DC,2015,December,5706
DC,2016,January,5616
DC,2016,February,5610
DC,2016,March,5620
DC,2016,April,5662
DC,2016,May,5719
DC,2016,June,5731
DC,2016,July,5770
DC,2016,August,5789
DC,2016,September,5869
DC,2016,October,5876
DC,2016,November,5933
DC,2016,December,6055
DC,2017,January,6128
DC,2017,February,6177
DC,2017,March,6227
DC,2017,April,6241
DC,2017,May,6287
DC,2017,June,6328
DC,2017,July,6314
DC,2017,August,6296
DC,2017,September,6302
DC,2017,October,6301
DC,2017,November,6257
DC,2017,December,6238
DC,2018,January,6296
DC,2018,February,6274
DC,2018,March,6232
DC,2018,April,6194
DC,2015,January,113
DC,2015,February,113
DC,2015,March,115
DC,2015,April,113
DC,2015,May,118
DC,2015,June,119
DC,2015,July,114
DC,2015,August,115
DC,2015,September,122
DC,2015,October,126
DC,2015,November,135
DC,2015,December,144
DC,2016,January,146
DC,2016,February,146
DC,2016,March,161
DC,2016,April,174
DC,2016,May,198
DC,2016,June,208
DC,2016,July,219
DC,2016,August,239
DC,2016,September,247
DC,2016,October,259
DC,2016,November,289
DC,2016,December,300
DC,2017,January,326
DC,2017,February,342
DC,2017,March,357
DC,2017,April,375
DC,2017,May,380
DC,2017,June,384
DC,2017,July,383
DC,2017,August,377
DC,2017,September,380
DC,2017,October,371
DC,2017,November,346
DC,2017,December,348
DC,2018,January,315
DC,2018,February,286
DC,2018,March,248
DC,2018,April,211
DE,2015,January,8485
DE,2015,February,8561
DE,2015,March,8551
DE,2015,April,8580
DE,2015,May,8583
DE,2015,June,8577
DE,2015,July,8642
DE,2015,August,8648
DE,2015,September,8686
DE,2015,October,8661
DE,2015,November,8666
DE,2015,December,8591
DE,2016,January,8485
DE,2016,February,8473
DE,2016,March,8555
DE,2016,April,8530
DE,2016,May,8553
DE,2016,June,8571
DE,2016,July,8609
DE,2016,August,8666
DE,2016,September,8740
DE,2016,October,8809
DE,2016,November,8889
DE,2016,December,8980
DE,2017,January,9058
DE,2017,February,9085
DE,2017,March,9099
DE,2017,April,9150
DE,2017,May,9119
DE,2017,June,9098
DE,2017,July,9108
DE,2017,August,9089
DE,2017,September,9046
DE,2017,October,9017
DE,2017,November,9048
DE,2017,December,9133
DE,2018,January,9132
DE,2018,February,9195
DE,2018,March,9224
DE,2018,April,9266
DE,2015,January,210
DE,2015,February,208
DE,2015,March,208
DE,2015,April,200
DE,2015,May,195
DE,2015,June,199
DE,2015,July,202
DE,2015,August,192
DE,2015,September,201
DE,2015,October,187
DE,2015,November,194
DE,2015,December,195
DE,2016,January,181
DE,2016,February,189
DE,2016,March,188
DE,2016,April,199
DE,2016,May,216
DE,2016,June,221
DE,2016,July,233
DE,2016,August,245
DE,2016,September,245
DE,2016,October,254
DE,2016,November,268
DE,2016,December,285
DE,2017,January,310
DE,2017,February,309
DE,2017,March,312
DE,2017,April,313
DE,2017,May,310
DE,2017,June,313
DE,2017,July,320
DE,2017,August,327
DE,2017,September,330
DE,2017,October,339
DE,2017,November,346
DE,2017,December,342
DE,2018,January,331
DE,2018,February,339
DE,2018,March,354
DE,2018,April,360
FL,2015,January,189170
FL,2015,February,190591
FL,2015,March,191745
FL,2015,April,192268
FL,2015,May,193067
FL,2015,June,193387
FL,2015,July,193875
FL,2015,August,194364
FL,2015,September,195097
FL,2015,October,195599
FL,2015,November,195311
FL,2015,December,194297
FL,2016,January,193810
FL,2016,February,194386
FL,2016,March,195215
FL,2016,April,195883
FL,2016,May,196050
FL,2016,June,196273
FL,2016,July,196733
FL,2016,August,197300
FL,2016,September,197602
FL,2016,October,198220
FL,2016,November,199256
FL,2016,December,199964
FL,2017,January,200883
FL,2017,February,200708
FL,2017,March,200881
FL,2017,April,201341
FL,2017,May,201706
FL,2017,June,202314
FL,2017,July,202400
FL,2017,August,202940
FL,2017,September,203978
FL,2017,October,204665
FL,2017,November,205023
FL,2017,December,206174
FL,2018,January,208174
FL,2018,February,208898
FL,2018,March,208929
FL,2018,April,208896
FL,2015,January,2755
FL,2015,February,2824
FL,2015,March,2862
FL,2015,April,2886
FL,2015,May,2958
FL,2015,June,2983
FL,2015,July,3117
FL,2015,August,3204
FL,2015,September,3270
FL,2015,October,3341
FL,2015,November,3340
FL,2015,December,3352
FL,2016,January,3324
FL,2016,February,3401
FL,2016,March,3596
FL,2016,April,3703
FL,2016,May,3759
FL,2016,June,3843
FL,2016,July,3973
FL,2016,August,4091
FL,2016,September,4279
FL,2016,October,4579
FL,2016,November,4836
FL,2016,December,4996
FL,2017,January,5179
FL,2017,February,5230
FL,2017,March,5287
FL,2017,April,5386
FL,2017,May,5535
FL,2017,June,5676
FL,2017,July,5602
FL,2017,August,5627
FL,2017,September,5592
FL,2017,October,5475
FL,2017,November,5415
FL,2017,December,5440
FL,2018,January,5451
FL,2018,February,5413
FL,2018,March,5283
FL,2018,April,5247
GA,2015,January,77687
GA,2015,February,78215
GA,2015,March,78805
GA,2015,April,79111
GA,2015,May,79186
GA,2015,June,79559
GA,2015,July,79994
GA,2015,August,80081
GA,2015,September,80392
GA,2015,October,80715
GA,2015,November,80919
GA,2015,December,80541
GA,2016,January,80247
GA,2016,February,80280
GA,2016,March,80292
GA,2016,April,80405
GA,2016,May,80430
GA,2016,June,80535
GA,2016,July,80602
GA,2016,August,81003
GA,2016,September,81280
GA,2016,October,81277
GA,2016,November,81392
GA,2016,December,81783
GA,2017,January,82151
GA,2017,February,82145
GA,2017,March,82438
GA,2017,April,82590
GA,2017,May,82815
GA,2017,June,82949
GA,2017,July,83091
GA,2017,August,83126
GA,2017,September,83204
GA,2017,October,83593
GA,2017,November,83670
GA,2017,December,83685
GA,2018,January,84828
GA,2018,February,85210
GA,2018,March,85054
GA,2018,April,85137
GA,2015,January,1206
GA,2015,February,1235
GA,2015,March,1257
GA,2015,April,1270
GA,2015,May,1289
GA,2015,June,1311
GA,2015,July,1330
GA,2015,August,1327
GA,2015,September,1314
GA,2015,October,1337
GA,2015,November,1315
GA,2015,December,1308
GA,2016,January,1299
GA,2016,February,1277
GA,2016,March,1278
GA,2016,April,1291
GA,2016,May,1268
GA,2016,June,1279
GA,2016,July,1270
GA,2016,August,1275
GA,2016,September,1289
GA,2016,October,1298
GA,2016,November,1344
GA,2016,December,1370
GA,2017,January,1398
GA,2017,February,1418
GA,2017,March,1436
GA,2017,April,1467
GA,2017,May,1484
GA,2017,June,1485
GA,2017,July,1493
GA,2017,August,1501
GA,2017,September,1499
GA,2017,October,1520
GA,2017,November,1506
GA,2017,December,1516
GA,2018,January,1479
GA,2018,February,1459
GA,2018,March,1465
GA,2018,April,1430
HI,2015,January,11026
HI,2015,February,11076
HI,2015,March,11073
HI,2015,April,11031
HI,2015,May,11063
HI,2015,June,11100
HI,2015,July,11111
HI,2015,August,11116
HI,2015,September,11154
HI,2015,October,11187
HI,2015,November,11203
HI,2015,December,11208
HI,2016,January,11070
HI,2016,February,11065
HI,2016,March,11067
HI,2016,April,11057
HI,2016,May,10969
HI,2016,June,10901
HI,2016,July,10896
HI,2016,August,10892
HI,2016,September,10824
HI,2016,October,10870
HI,2016,November,10939
HI,2016,December,11041
HI,2017,January,11142
HI,2017,February,11111
HI,2017,March,11136
HI,2017,April,11205
HI,2017,May,11306
HI,2017,June,11380
HI,2017,July,11385
HI,2017,August,11412
HI,2017,September,11430
HI,2017,October,11396
HI,2017,November,11455
HI,2017,December,11514
HI,2018,January,11521
HI,2018,February,11580
HI,2018,March,11659
HI,2018,April,11671
HI,2015,January,157
HI,2015,February,161
HI,2015,March,158
HI,2015,April,157
HI,2015,May,163
HI,2015,June,147
HI,2015,July,147
HI,2015,August,149
HI,2015,September,153
HI,2015,October,156
HI,2015,November,165
HI,2015,December,171
HI,2016,January,174
HI,2016,February,181
HI,2016,March,187
HI,2016,April,191
HI,2016,May,190
HI,2016,June,194
HI,2016,July,193
HI,2016,August,203
HI,2016,September,194
HI,2016,October,193
HI,2016,November,195
HI,2016,December,199
HI,2017,January,203
HI,2017,February,190
HI,2017,March,182
HI,2017,April,180
HI,2017,May,190
HI,2017,June,188
HI,2017,July,193
HI,2017,August,188
HI,2017,September,196
HI,2017,October,199
HI,2017,November,201
HI,2017,December,202
HI,2018,January,202
HI,2018,February,213
HI,2018,March,220
HI,2018,April,232
IA,2015,January,29177
IA,2015,February,29203
IA,2015,March,29380
IA,2015,April,29412
IA,2015,May,29462
IA,2015,June,29533
IA,2015,July,29649
IA,2015,August,29667
IA,2015,September,29678
IA,2015,October,29692
IA,2015,November,29599
IA,2015,December,29291
IA,2016,January,29031
IA,2016,February,29156
IA,2016,March,28911
IA,2016,April,28908
IA,2016,May,28909
IA,2016,June,28863
IA,2016,July,28746
IA,2016,August,28760
IA,2016,September,28822
IA,2016,October,28956
IA,2016,November,29018
IA,2016,December,29318
IA,2017,January,29622
IA,2017,February,29704
